id,PID_00121,PID_00174,PID_00018,PID_00138,PID_00068,PID_00008,PID_00002,PID_00152,PID_00019,PID_00071,PID_00133,PID_00163,PID_00044,PID_00111,PID_00123,PID_00108,PID_00168,PID_00059,PID_00129,PID_00050,PID_00051,PID_00149,PID_00026,PID_00042,PID_00066,PID_00012,PID_00153,PID_00144,PID_00172,PID_00017,PID_00162,PID_00032,PID_00095,PID_00104,PID_00097,PID_00173,PID_00021,PID_00041,PID_00124,PID_00078,PID_00022,PID_00131,PID_00103,PID_00118,PID_00014,PID_00100,PID_00132,PID_00029,PID_00037,PID_00043,PID_00063,PID_00052,PID_00070,PID_00158,PID_00134,PID_00074,PID_00089,PID_00128,PID_00143,PID_00082,PID_00171,PID_00115,PID_00106,PID_00114,PID_00048,PID_00102,PID_00112,PID_00035,PID_00056,PID_00036,PID_00077,PID_00064,PID_00126,PID_00034,PID_00142,PID_00136,PID_00159,PID_00105,PID_00125,PID_00013,PID_00033,PID_00073,PID_00085,PID_00069,PID_00130,PID_00139,PID_00122,PID_00127,PID_00170,PID_00146,PID_00072,PID_00096,PID_00079,PID_00062,PID_00091,PID_00169,PID_00099,PID_00027,PID_00120,PID_00030,PID_00161,PID_00005,PID_00093,PID_00076,PID_00058,PID_00016,PID_00003,PID_00054,PID_00160,PID_00155,PID_00006,PID_00154,PID_00024,PID_00067,PID_00141,PID_00156,PID_00001,PID_00094,PID_00040,PID_00101,PID_00157,PID_00028,PID_00025,PID_00053,PID_00011,PID_00046,PID_00086,PID_00145,PID_00140,PID_00165,PID_00167,PID_00084,PID_00137,PID_00004,PID_00117,PID_00164,PID_00031,PID_00015,PID_00087,PID_00065,PID_00113,PID_00116,PID_00090,PID_00110,PID_00151,PID_00039,PID_00148,PID_00045,PID_00057,PID_00081,PID_00038,PID_00083,PID_00109,PID_00147,PID_00060,PID_00088,PID_00080,PID_00098,PID_00150,PID_00055,PID_00119,PID_00009,PID_00007,PID_00075,PID_00047,PID_00061,PID_00135,PID_00020,PID_00049,PID_00092,PID_00166,PID_00023,PID_00107,PID_00010
NP_006003,0.681052108,-0.391003994,-0.197612556,-0.522172044,0.817275361,0.520192974,0.883825619,-0.789797601,0.349489607,0.323126005,-1.18937782,-1.311658259,-0.159915729,1.485345019,1.5,0.169868669,-0.906097445,1.156663129,-0.379111141,0.932461205,1.5,0.322400394,-0.642330036,-0.26932455,-0.255947036,0.604651988,1.427791927,-1.462848899,0.715992605,-0.788269329,-0.706298591,-1.5,0.710406592,1.5,1.282486245,-0.307883931,0.172549858,-0.532533904,-0.400017258,-1.5,-0.972629626,0.562576684,-0.246986548,-1.21324316,-1.153856257,0.111196022,-1.5,1.5,-0.787246889,-0.67264223,-1.356887372,-1.5,-0.440644735,-0.081815318,-0.273746842,0.01096296,1.035544173,-0.84660454,-1.5,-1.481765499,-0.838398539,-1.486188233,0.009111832,-1.5,0.075578968,-0.009147369,-0.119114983,1.305224918,-0.815463035,0.152719893,-1.5,-0.180511132,1.5,0.349611319,0.616536334,0.458453589,1.186237604,0.005984605,0.038662932,-0.361986834,-0.081802143,0.713891514,1.5,1.5,0.947152017,0.220362418,1.5,-0.070307589,0.131715804,0.856706782,0.105203096,0.485951087,0.317858088,-0.144906552,-0.830901604,-0.148847974,1.5,0.51370353,0.052760476,-0.485429315,-0.514009419,-0.959644052,0.85602139,0.353294644,-0.746331591,0.718129527,-0.026951182,-0.241132323,0.231798636,-0.2221464,0.252477986,1.220327285,-1.5,-0.717601563,0.005681727,-0.147399846,1.5,-0.053689616,0.026242252,-0.4518873,-0.52326389,1.5,1.435476684,0.494914365,-0.86393537,0.524648359,-1.5,-0.442881711,0.849998913,-1.5,-0.748001423,-1.5,0.936752076,-0.768438306,0.610105476,-0.465009161,0.553579786,-0.315954718,-0.55295274,0.350519271,0.449012487,-0.418607173,-0.81924603,0.011628637,-0.055342619,-0.001133549,0.1152336,-1.465408502,-0.275811957,0.338258783,-1.327706879,-0.108739891,-0.673969837,1.5,0.309635542,-1.127995468,-0.982112185,1.335419488,0.494179914,-0.132178316,0.179066566,-0.814630114,0.942157619,0.563419346,0.064730711,-0.018820429,1.5,1.5,-0.70005506,1.016567668,-0.653998857,-1.378221354,-0.840371651,0.24273133
NP_001683,-0.409858874,0.393584489,-1.5,0.15457967,-1.5,0.703575892,0.153647008,-0.836476832,0.611354943,0.257632946,-1.40664262,-0.548242611,-0.378055107,0.321430963,-0.482480619,-0.091619013,0.603360303,0.762048412,1.250088162,0.026854212,-0.840704049,-0.084761501,-0.557785817,-0.020388045,0.33356181,-0.188002643,1.5,-1.198955966,0.911131658,0.828288535,0.529573903,-1.5,-0.336313101,1.413562236,0.631791215,-1.5,1.198035947,0.253085497,-0.989416051,-0.644309357,0.870568097,-0.689536913,1.243745967,-0.522805511,-1.042816525,0.248513879,-1.5,1.5,-0.785480353,-0.338361722,0.034806734,0.164862118,0.738244704,0.275686334,0.739268642,-1.126367017,1.5,-0.156472782,-0.10675684,-1.474668906,-0.597882612,0.23942201,-0.838764169,-1.071952949,-1.5,0.395020778,-1.002037997,1.29734944,-0.797233564,1.046280531,-1.087657836,0.889570778,0.228258475,-0.36821733,0.199494658,0.44794664,1.372934575,0.196985219,-0.207542528,-1.367972432,-1.5,-1.5,0.470521799,1.360263028,-0.854209109,-0.426970274,0.806414084,-0.263839121,0.286964018,1.5,-0.133039841,0.894278884,-0.224511634,-0.938122121,0.023701321,0.376558861,0.746669017,0.519303152,1.5,0.493402541,1.088495351,1.5,1.424699132,0.278484241,-1.5,1.054361761,1.5,1.5,1.5,-0.513653861,0.335906144,1.5,-1.215914543,-1.5,-0.850623778,-1.5,-1.46786571,-0.445820011,-1.5,-1.5,-1.323141992,0.836265483,0.809892103,1.323415453,0.703302984,0.051424666,-0.615569453,0.405943283,0.450381378,-0.349840144,-0.569016474,0.549408554,0.322214395,-0.8747886,-0.23563057,-0.163718442,-0.061303739,-0.555166993,0.56706051,0.792315386,1.204695512,1.3432162,0.210810524,-0.191965281,0.942034055,-0.739279948,0.098652459,-0.302664099,0.004956032,-0.501735499,-0.148919827,0.040456631,0.099088136,1.493465079,0.682398325,-0.282570526,-1.5,0.471321128,-0.012239642,-1.309262019,-0.708731669,-0.320026824,-1.057302506,0.04687242,-0.052380094,0.908591096,0.454591669,0.611320692,-1.398070144,-1.18494246,0.219587355,-1.053716608,0.361912942,0.388145193
NP_004879,-0.2144459,-1.09109617,-1.5,-0.24388445,-1.5,1.0053111,0.56428958,-1.28091648,-1.47776725,0.58530384,-0.62611101,-0.88710585,-0.24235808,1.11885823,-0.75602305,0.01492361,0.76696318,1.2767145,1.10700597,-0.35447113,-0.60756224,1.29873362,-0.2572301,-0.25097871,0.36549599,-0.70155712,0.41194439,-0.52686104,1.02645731,-0.75132889,0.13388056,-0.40787004,0.33378331,0.34443687,0.77530906,1.5,0.4369102,-1.41054938,-0.3816567,-0.94270948,1.02796208,-0.72241167,-1.5,-0.78442488,-1.5,0.49895751,-0.29943226,0.22983507,-1.5,-0.71668076,0.3154135,-0.09495365,0.50815386,-0.24490698,0.26212998,-0.59698886,1.5,0.04880856,-1.25657875,-0.49194766,-1.5,0.44708485,0.54227284,-1.5,-1.48230572,-0.42901971,-0.92864064,0.48996213,-0.65540198,0.50777459,-1.5,0.36614462,1.16750929,0.12211878,0.32270966,-0.05338277,1.08160429,-0.13540599,0.05130176,-0.64663739,-1.07387792,-1.1183563,1.43171848,1.09517462,0.61372926,-0.668327,0.22737515,0.88979802,-0.09452682,1.5,0.62231414,0.8609886,-0.12480328,-1.01244864,-0.70899342,1.1046062,1.10816241,0.55940373,1.5,-1.5,-0.43427698,0.56136267,-0.11867367,0.34251126,-0.48103721,1.29505417,1.26324173,1.5,0.02617207,-0.1036393,1.21557185,1.5,-0.35958723,-1.0539768,-0.97004289,-0.65450354,-0.94976607,0.11478797,0.31548389,-0.32894492,-0.96956943,1.18660017,-0.58826211,-0.24797625,1.0576868,0.69848957,-0.72515622,1.03225398,0.09661544,-0.47512988,-1.5,-0.1791303,-1.19430833,-0.23336826,0.07880495,1.02647559,-0.06590053,0.91489343,0.87117338,0.26312701,1.24438853,1.5,0.78347677,0.42927909,0.61622361,-0.52348125,0.19632565,-1.5,-0.63241021,-0.87346453,0.28900982,0.30469304,0.73170997,1.5,1.11645349,0.42638976,-0.0327493,0.67660651,0.61795179,-0.58941131,-0.59666298,0.39235459,-0.39816287,0.54104728,0.63927344,1.23234189,0.36740656,0.51599228,0.22064887,-0.3619118,0.27413473,-0.26305977,0.15505197,0.77974613
NP_057111,-1.08986548,-0.417552819,-0.293783833,0.239070373,0.22410669,0.486584953,0.474458346,-1.498753223,-0.921298704,1.5,-0.592236168,1.217598847,-0.328112353,-0.197509814,-0.01083406,0.167211921,0.127831502,-1.255404846,-1.032223374,-0.174108263,-0.905223378,1.5,0.044006391,-0.081130672,-1.26788795,0.006792106,-0.353582655,1.102631584,1.5,-0.056709682,1.5,-0.691239519,-0.35266511,1.391257898,-0.320804668,1.159117486,-1.163212146,-1.35407573,1.255643785,1.304084948,-1.5,-1.300142702,-1.5,-0.769117771,-0.16647201,-1.106496611,-1.462158729,-0.970190218,0.505802256,0.744827013,1.5,0.146390351,-0.910722994,-1.029139212,0.418593781,0.108274253,0.053796567,-1.5,-0.519449703,-0.311296831,-1.004453316,0.653060456,-1.277484866,-0.711468742,-1.066511294,0.00921832,-1.329191011,-0.527233896,0.249111145,0.797524489,0.685335255,1.5,0.497441309,-0.535398956,1.5,-0.665287849,-0.68013107,0.122113116,-0.773998042,-0.138376251,-0.363798181,0.888184066,-0.180164964,1.278783206,-0.358830234,1.009682868,-1.5,1.5,1.172940554,1.5,-0.940260809,-0.612038199,-0.581198026,-0.631861021,1.5,0.497136367,1.093183178,1.47345232,0.18323602,0.413010196,0.275667043,-0.092411886,-0.303359423,0.172183733,-0.668588941,0.424416753,0.223715698,-0.047331595,-0.249432283,0.183713109,1.5,1.042151466,-0.90393779,-0.646267645,-0.962449891,1.5,-0.622244086,-0.751040358,0.247182016,-0.18418054,0.437268761,1.5,-0.825646221,-0.667720011,0.230034952,-0.662411872,-0.070861521,0.79831027,0.120669827,-1.222443884,-0.849702225,-0.726689135,0.577566729,1.429313561,0.070484917,0.063277887,-0.046402745,0.479705364,-0.661994969,0.391145486,0.172782483,0.934816338,-1.111938895,1.02956389,-0.653517282,-0.281632961,-1.066657145,-0.017477299,-0.459297664,0.221173839,0.83504369,-0.192618018,0.582380375,0.699113136,-1.071307171,0.226727173,0.869102651,-0.219491699,-0.599633779,0.054803692,-0.457801645,-0.830582865,-0.509028201,-0.454325124,-1.477305591,-0.584292627,-0.454607081,-0.226318024,-0.786676052,-0.569791842,-0.181370165,-0.343410649,1.44765879,0.310665808
NP_055109,-1.055246574,-1.5,-1.338637813,1.06227745,-0.793125217,-0.137169949,0.839507579,-0.791539891,-0.990434792,-0.948495374,-0.658632641,1.216186387,0.048197321,1.184780834,-0.770856543,-0.492033879,-0.669892108,-0.537021488,-1.166987794,-0.780792242,-1.5,-1.006493905,0.117459336,1.07439633,-0.855969291,-1.5,-0.002541955,0.467295937,-1.491990628,-1.021670216,0.705284985,0.277974212,-0.955138708,0.241523149,-1.011854874,-0.308059048,-1.451427276,-0.837104938,-0.168607377,0.603785222,0.052897492,-0.396602228,-0.721144659,-1.5,-1.134897041,-0.973733946,-0.535652029,1.459458675,0.069155246,0.708437815,0.040566245,0.046611914,-0.620192896,-0.261988499,0.552334402,0.077729762,-1.075587855,-1.317383411,-0.155758051,-0.307722222,1.491179013,1.5,-0.094592685,-0.226545352,-1.5,-0.343660121,-0.392036143,-0.466131452,1.049133212,1.29913106,1.179184437,1.5,-0.072132632,0.615596972,1.5,-0.236467869,-0.533165431,-0.007460215,-0.091394207,-0.992028607,-0.229452175,0.365678851,0.864332024,0.977423192,1.5,0.252819984,-0.604785511,1.5,1.303711542,1.5,0.379126167,-0.410012894,-0.360307405,0.365762422,0.350348018,-0.295465569,0.050170595,1.041245335,-0.182439688,-0.432567407,-0.396598866,-1.059741414,1.081310058,-0.202023256,-0.477147931,0.573786935,1.5,0.388964569,0.231598041,0.733938003,1.5,-0.339479466,-0.997744514,0.041089688,-1.265511162,1.33747482,-1.40241638,-0.637249636,-0.379004817,-0.382738363,0.376031405,1.434548163,-0.763160952,-0.654154141,-0.422841631,-0.882039074,-1.182350866,0.612078995,-0.816124105,-0.403358821,0.021085404,-0.187317243,1.315956041,0.717795443,0.229247974,-0.044808194,-0.523471334,-0.855290354,-0.526212305,0.6134048,1.5,0.628804011,0.954476628,0.278302452,-0.579492032,1.147214923,-0.269773965,-1.5,1.0695038,1.113449085,0.777284244,0.470449617,0.998797652,0.730740184,0.589705359,-0.814306157,-0.578395903,0.251283133,0.514883894,-0.300970784,0.91839828,-0.221721257,0.908502717,0.208631608,-0.129915047,0.08289793,0.577823397,0.962026373,0.093372639,-0.871655242,0.141358218,-0.193794537,0.121134613,0.049385788
NP_004243,0.33916546,-0.471615838,1.088442302,-0.576192388,0.543113673,-0.483731334,0.605927802,-1.044772805,-0.344150362,-0.122064394,-0.266223019,1.21514852,-0.755416802,-0.763777156,-0.50267535,0.790195571,-1.5,-0.230787746,-0.07870202,1.373641136,-0.837585945,-0.339401271,0.846325573,1.5,0.564011904,0.456016367,0.84459299,0.629596329,-0.114881299,-0.676222952,0.557627691,0.308066436,0.95755612,1.5,-1.419747048,-1.5,-1.5,1.044356377,-0.194420637,0.360213756,0.34252372,-1.136229771,-1.5,-0.786344696,0.184175762,1.004565107,-0.10902556,0.349862301,1.28610967,1.5,1.5,-0.306567435,0.966079575,1.324824638,0.835333767,0.817350184,-1.5,-1.444838752,0.207249491,-0.147735128,1.292461901,-0.799968507,-0.597939693,-1.5,-0.595252262,-1.440228228,-0.02159071,0.278618414,0.897476631,0.791435575,1.351687552,-0.832859873,-0.056963567,0.85615939,1.353273874,-0.390796821,0.220376251,-0.964991397,-1.101817055,-1.195046001,-1.5,-1.054656269,-0.675298242,0.068345558,0.452032396,0.729321016,0.032988892,1.5,1.5,-0.144878524,-0.02942943,0.603987206,-1.319368776,1.005181436,0.525350685,-0.670957049,0.483336061,0.719245537,1.5,0.997404537,-0.587309785,1.5,-0.18801009,0.098059672,1.5,1.5,0.216714221,1.5,-0.951837826,-0.647284604,0.26652574,0.745777034,-0.61569944,-0.213968498,-0.198132316,0.356390523,-1.368615804,-0.891845294,-0.23897148,-0.651230407,0.63947789,1.5,1.5,0.59375572,-0.591370433,-1.426192077,-0.667283712,0.817799358,-0.398371442,1.358033809,-0.153349263,-0.406597359,0.437964593,0.021213046,-0.741757113,-0.994284176,0.686802193,-0.087592959,-0.22448588,-0.546023998,-0.272260703,-0.117025745,-1.445312908,-1.5,0.59966988,-0.460429813,-0.539231042,0.147276626,0.225615325,-0.13050345,-0.389154939,-0.319643725,-0.556294724,0.224571867,-1.47873672,-1.5,1.252000069,-0.698751573,-0.71836065,-1.130054484,-0.361053542,0.002911832,0.521614785,0.211716068,-1.145817662,-1.5,-0.857146679,-0.170382697,-0.075008591,-0.745749073,-0.498064288,-0.360396804,-0.249175911,0.035983315
NP_056330,-1.17517355,-0.8686756,-0.70357137,0.18231021,-1.07175045,-0.91495256,0.33298388,-0.64726973,1.5,-1.5,-0.30779393,-1.42315221,-0.14444987,-0.43952448,-0.59125083,0.17521237,0.16365798,-0.83717136,-0.41139114,0.56065316,-0.45279213,-1.34185658,-1.34212936,-0.26547172,1.3147544,-0.47198,1.04809605,-0.37565192,-0.52520378,0.39618686,0.18998425,1.24726484,0.54016351,-0.06632019,-0.57878991,0.34755396,-0.6783875,-0.39164615,-0.3253328,1.5,-0.26022669,-1.18137128,-1.35163962,-0.30494453,-1.07636701,-0.82867121,-1.01512237,-0.55019859,0.2812922,1.49141266,-0.46176253,-0.17291661,0.20173992,-0.23417826,1.15375159,-0.14565005,-0.68727449,-0.11031992,0.96573237,1.41018964,-0.13914751,1.39225501,0.9382239,-0.74501703,0.92121048,-0.54496072,-0.68979832,-0.06258914,0.3907941,0.58392203,0.65824855,-0.80913175,-1.5,0.34158433,0.14735496,-0.9751617,-0.79820074,0.18211155,-1.5,-1.21547383,0.34320471,-0.78074444,-1.5,0.22432405,0.01270678,-0.55992208,1.31638458,1.5,1.09320005,1.1264076,0.88514641,-0.07678888,-1.05020289,-0.56321987,-0.21753673,0.07849465,0.70811639,0.9652052,0.89863957,0.22248271,-0.32938377,-0.26472276,1.349469,0.93105307,1.5,1.5,0.19032468,1.01250704,0.48614405,1.5,1.5,1.5,1.06464473,-0.20822052,-0.90913777,-0.07753435,-1.28551532,0.66194929,-0.54603358,0.5321023,-0.57325216,1.5,0.56453175,0.7180089,-0.26978049,-0.28596405,-0.5049062,1.33274141,0.04208496,0.80098303,1.5,-0.4840861,-0.11509844,-0.12349829,-1.5,0.13401315,-1.11630878,1.0528677,0.11749276,-1.21966999,-0.4093873,-0.2617051,-1.5,-0.78472362,0.7635247,-0.54010792,-0.27546891,0.58917317,0.91251467,1.29060234,0.10798324,-0.02017676,0.07878338,-0.47503657,-1.24827647,0.01051851,1.5,-0.12802426,-0.59029534,-0.35241002,-0.49845648,-0.39436887,0.22802426,0.89797319,-1.22363837,-1.42511739,-0.29316407,-0.088832,-0.26305376,-0.03065189,-0.38582343,0.51350594,0.46187783,0.61990598
NP_001275897,-0.942558878,-1.5,-1.14187058,0.418282807,-0.365899547,0.013861534,0.234577021,-0.258104896,0.106693124,-1.304338451,0.254008219,0.500367744,-1.5,-0.38003575,-1.5,-0.587418677,0.033926376,-1.5,-1.5,-0.26156137,1.361932905,-1.5,0.544826635,1.5,0.72608181,1.5,-0.264624486,0.325824881,-0.815127824,-0.702195069,0.090306812,1.5,1.315038604,1.5,-1.395963051,-1.40937272,-1.272888752,0.309896447,0.016446975,0.117287385,1.037532913,-0.988715422,-1.5,0.245732597,-0.614317894,-1.164551219,-1.056695061,0.182355475,-0.610461519,-1.386937,-0.356899662,0.244546236,-1.12373222,-0.201069776,1.353047226,-0.50517056,1.5,-1.283145559,0.878630928,0.208859062,-1.371154746,-0.297479048,-0.228307236,-0.936028887,1.5,-0.069303067,1.154588553,0.136847365,-0.875742371,0.319154184,-1.046619067,-0.80088342,-1.5,1.5,0.639163128,-1.401362048,-0.493614292,0.301977539,1.5,0.448201504,-1.485508855,-0.493550902,-0.991708023,0.425806866,-0.037199983,0.710313481,1.5,1.244414608,-0.243087009,-0.018922519,1.110552437,0.727289864,-0.412338806,-0.367406437,0.591381718,1.380352457,0.415117689,1.5,0.811693617,0.054817077,-1.26340015,0.674891903,-0.176353278,0.029981681,0.588166963,1.5,-0.194568345,-1.5,0.364275362,0.371046785,1.116537782,-0.143926764,-0.801309136,-0.150622536,1.5,-0.577066958,0.009559731,-0.720071922,-0.384227921,0.496539482,-0.525315265,-0.094167956,0.72263767,-0.371305233,-0.182700659,1.5,-0.463319351,-0.084437438,0.215147671,-0.083065838,-0.14037016,-0.018789173,0.286803045,1.155711277,0.254013035,-0.074114345,-0.28616337,0.163109161,-0.354733003,1.5,1.453585665,1.5,-0.219917027,0.649559635,-0.659690608,-0.306918947,-0.049904716,1.045764228,-0.357970509,-0.240981784,-0.259429513,-0.528842895,-0.238615489,1.314732798,0.480725102,0.932462354,0.296640712,0.211688812,-0.18525706,-0.772197114,0.018246566,-0.644602591,-1.189596954,0.057006557,-1.441561293,-0.346692525,-0.345218899,0.028118965,-1.223535258,0.12966342,-0.672016273,0.384778848,-0.094059698,-0.476236704
NP_001876,-1.08431219,-0.631911162,-0.878103387,0.091395182,-1.34084706,0.916493861,-0.727092088,-1.5,-1.346343914,-0.082789913,-1.5,-1.112432235,-1.003224706,-0.51845185,-0.835359966,-1.5,-0.486502292,-0.580890659,-0.33140757,-0.465527879,-0.503264801,-0.98397463,0.055804847,1.032131382,-0.132741983,1.168913949,0.906063035,0.938248387,0.994185452,-0.228672835,0.458667411,1.486174885,0.764905312,-0.358550466,-0.728537241,-0.491092913,0.897456762,-1.5,-1.5,-0.676592043,-0.493855343,-1.204314721,-0.049771571,0.041245714,-1.32724256,-0.933700896,-0.320555708,-0.387709876,-0.770603341,0.23789535,1.053869116,0.103783002,-0.662390166,-0.979256927,-0.732553503,-0.255509917,-0.576292638,-0.883229519,-0.576524254,0.060417406,-0.395143059,-0.523445587,-1.157407764,-0.744846786,-0.837685072,-0.292874556,-0.445977489,-1.046881325,0.272665303,-0.848683582,-0.435107093,-0.814642692,-0.18962303,1.5,1.5,-0.714664096,-0.118905147,-0.092017293,-1.13203764,-0.2972343,-0.395230358,-0.144815904,-0.49369035,-1.392017417,-0.531558336,-1.212915687,-1.262809733,1.5,0.605371395,1.5,1.08115743,-0.420172459,-0.757845124,-0.666497026,1.5,0.074713099,1.5,-0.093359961,0.420571304,-0.247041559,-0.519181012,-0.690466012,0.403451632,-0.727463186,0.690856008,1.5,1.5,1.5,1.5,-0.748801996,1.5,-0.290566107,-0.151279187,0.111402135,0.26235111,0.352324017,-0.215408181,0.65402888,0.916083464,-0.330048759,-0.428488668,1.5,0.489270223,1.5,1.088289785,1.0624268,-0.791711703,-0.603878575,-0.809981399,1.5,1.259993659,0.442085134,1.5,-0.462795089,1.139346743,0.113916837,-1.210565616,1.5,0.434102915,0.289090128,-1.5,1.5,0.85578367,0.061676488,0.400433115,1.020050583,0.502697029,0.959653812,-0.007795852,-0.28901983,-0.129266669,-0.299313939,0.578253978,0.446689257,0.559112255,-0.66105729,-1.104395733,-0.82476775,-0.246599551,0.011055637,-0.996646976,-0.699467846,1.373119461,0.913451928,-1.025192373,0.028714887,0.950400896,0.106555565,1.299368645,-0.420604932,-0.616342555,0.190288544,0.063410068,1.5
NP_056338,-1.5,-0.850717982,-0.159650814,1.306634594,-1.157027957,0.279299973,-0.107778734,-0.046086019,0.214914929,-0.33387447,-1.5,-0.459132945,-1.5,0.45208354,-1.386043569,0.034715868,0.955659997,0.956595059,0.754625277,-0.869100628,-1.049938104,-0.920911797,1.5,0.576295359,-0.657517795,0.833249347,1.454151432,1.5,0.737307885,-0.551760484,1.254909358,-1.5,0.155485229,0.659665191,-0.721356382,-0.4068986,0.211941484,-0.25106559,-0.678797055,0.478725125,-0.431240199,-1.5,-0.360910989,-0.278675172,-0.099455128,-0.40086836,-0.917832297,0.669482549,-1.217938135,-1.392635974,-0.710362048,0.05725333,-0.879291234,-0.729781902,0.612234638,0.805797805,-0.862224487,-1.5,-0.355614705,1.187348035,-1.070754739,1.5,-0.240980791,-1.195356697,-0.083037507,1.5,0.396566378,-0.740783077,1.195386636,-1.149327543,0.72161063,0.040490297,-0.897909203,0.031480062,1.395371902,-0.755037166,-0.580124965,-1.29580919,-0.501746266,-0.008288792,0.669034122,0.76078537,-1.5,-1.070656831,-0.085503136,-0.746119659,0.450335381,1.5,-1.225577262,-0.476622644,0.178450161,0.645177163,-0.404533011,0.186860106,0.271763433,0.835567831,0.52995619,0.674559238,1.5,0.738090802,0.90757176,-0.216101604,1.5,1.5,0.206757343,0.61135689,1.5,-0.39693431,0.987849799,1.219530312,0.6977774,0.238368232,0.754729454,0.575946879,-0.402081212,0.323657807,-0.110377232,-0.127270858,0.234589501,-0.533867808,-0.306443727,0.32371951,-0.086400718,0.354214893,0.743108635,-0.306994529,-0.780541734,-1.15673593,0.468015173,0.649524948,0.494124166,-0.431418579,0.65727538,-0.208343849,-1.5,-0.329291408,-0.427834698,0.499929105,-0.151143241,-0.551721923,-1.5,1.5,-0.238802408,1.201227161,1.5,-0.230985388,0.294533042,-1.376657534,1.427683065,1.5,-1.116146962,-0.042039913,0.028571197,-0.086285731,-0.290731378,-1.5,-0.355665492,-0.822569163,-0.464678483,0.012395133,0.037998299,-0.429026855,0.452987847,-0.400897086,-1.5,0.105636299,1.491104399,-1.5,1.018364523,-0.587273253,-0.312181429,-0.053249124,-1.022741859,0.432756533
NP_064601,-0.00282102,-1.5,-0.08134339,-0.27964457,-0.96095922,-0.06567273,1.07704731,-0.20573714,0.40378056,-0.15784988,-0.6517686,-1.5,-0.87947851,-0.82847303,0.39335144,-0.23174274,-0.2292781,0.85377673,0.21838329,0.78753659,-1.06501448,-0.22901358,-0.11793902,0.76735217,1.20640739,0.85359849,1.5,1.5,-0.44046889,0.33465945,0.84934451,0.63940278,-1.5,0.17468892,-0.23242084,0.54291635,-0.50939379,0.51945878,-1.02426701,-1.14830176,-1.17086787,-1.5,-0.10728272,-0.36728095,1.21215329,0.45645285,1.5,0.61641683,1.05349366,1.2480771,1.5,-0.96786132,-0.59330644,-0.33603547,0.4183889,-1.49076059,0.31770377,-0.17946284,-0.08103987,-0.36869494,0.11670737,-0.43730035,0.5314214,-0.22460544,-0.3840342,0.03517984,0.02336805,-0.29062787,-0.8770152,1.23871849,0.11585585,-0.34148088,-0.1308234,0.07286514,-0.16306598,-0.67719406,0.70777806,-0.10792813,-0.22639215,-0.07430562,-0.42663692,1.07725759,0.14388993,-0.08786786,-0.98415852,0.14766914,1.5,0.32207245,1.5,0.28995042,-0.4958406,-0.48881619,0.33674383,-1.34092564,1.5,0.73261568,-1.23078331,-1.12077833,0.21379707,0.68147127,0.48396523,1.26345328,0.85696326,1.5,-0.5478402,0.99526451,-1.09567359,0.26366453,1.5,0.9829985,0.82520314,0.2218788,-0.18604365,-0.23954351,-0.9639294,0.54249437,-0.06098791,-0.40814304,-0.37724715,-1.5,-0.15601744,-0.70926389,-0.83927728,-0.21964059,-1.5,-0.73921923,0.84341589,-0.19640869,0.13294883,0.60824441,1.11891951,0.70589234,-0.35941405,1.24009331,0.63054553,0.95474269,-1.10682189,-0.68403382,0.51712381,1.14908392,-1.5,0.09110584,-0.36287883,0.03659761,1.35504192,-0.60983215,0.12434907,-0.16130679,-0.69329112,-0.88657909,-1.5,0.12628307,0.69369301,-1.00615944,-0.48877803,-0.78664952,0.21535209,-0.59274999,0.04955269,-0.17897459,0.87310846,-0.85143962,1.5,-0.05175173,-1.5,-0.26472318,-0.79200979,0.15121583,0.19746062,-0.78553208,-0.91888138,-0.17950095,0.17541777,0.16338147
